latitude,longitude,perturbed_lat,perturbed_long
43.0801749,-77.6201904,43.08007780786108,-77.62025637490366
43.0801749,-77.6201904,43.08026157898443,-77.62009791855948
43.0801735,-77.6201901,43.07988524743143,-77.62051043906392
43.0801735,-77.6201901,43.08019797741748,-77.61998543346911
43.0801674,-77.6201929,43.08029929904049,-77.6207791968542
43.0801674,-77.6201929,43.08020450467007,-77.62033872572377
43.0801594,-77.6201958,43.08047317184927,-77.6204367908525
43.0801594,-77.6201958,43.0801578637383,-77.62015259705208
43.0801544,-77.6201973,43.08005288136098,-77.61990679928527
43.0801544,-77.6201973,43.08028920214808,-77.62034434043665
43.0801523,-77.6201978,43.080220179674136,-77.62019970629892
43.0801523,-77.6201978,43.07995802087207,-77.61962978406565
43.0801509,-77.6201985,43.080313419968675,-77.6200474882182
43.0801509,-77.6201985,43.08039011239404,-77.61982674457296
43.0801464,-77.620196,43.079944239666304,-77.6199182032161
43.0801464,-77.620196,43.080396204220875,-77.61970083250105
43.0801423,-77.6201922,43.0799428980681,-77.62009710571925
43.0801423,-77.6201922,43.080160658983814,-77.62047425210002
43.0801408,-77.6201901,43.08021117617207,-77.62002088668045
43.0801408,-77.6201901,43.08006932683924,-77.62014343455456
43.0801401,-77.6201879,43.07991769630123,-77.62020645103507
43.0801401,-77.6201879,43.08014411354693,-77.62013162800658
43.0801407,-77.6201822,43.08030444059493,-77.62028521111438
43.0801407,-77.6201822,43.080082089041575,-77.62033527727395
43.0801413,-77.6201789,43.08034185061031,-77.62118403644921
43.0801413,-77.6201789,43.08026916842892,-77.620382316733
43.0801414,-77.6201777,43.08023938021062,-77.62004223104454
43.0801414,-77.6201777,43.080051361753036,-77.62012864374638
43.0801405,-77.6201742,43.080188980677676,-77.6202675311718
43.0801405,-77.6201742,43.08017494907882,-77.62013070764559
43.080137,-77.6201697,43.08003451350313,-77.62004631280966
43.080137,-77.6201697,43.08006129281764,-77.61994067010272
43.0801438,-77.6201756,43.08037233957878,-77.6205017446069
43.0801438,-77.6201756,43.08010125275285,-77.62007926357809
43.0801425,-77.6201744,43.080162294789645,-77.62032918118011
43.0801425,-77.6201744,43.08017337196739,-77.620151140203
43.08014,-77.6201717,43.08016673047626,-77.62018621991945
43.08014,-77.6201717,43.07975677247064,-77.62060063378776
43.0801357,-77.6201672,43.079934849257626,-77.62052670832779
43.0801357,-77.6201672,43.080094425021635,-77.62034253396396
43.0801305,-77.6201626,43.080136244625905,-77.62013713628035
43.0801305,-77.6201626,43.08008624501101,-77.62017653422814
43.0801124,-77.6201518,43.08006003322337,-77.62003143380983
43.0801124,-77.6201518,43.079991104464774,-77.62020150862668
43.0800995,-77.6201448,43.08012537876769,-77.61998870722579
43.0800995,-77.6201448,43.07999075612276,-77.62055867147453
43.0800929,-77.6201414,43.08019170749749,-77.6205551625156
43.0800929,-77.6201414,43.07990788369963,-77.6203167858626
43.080085,-77.6201266,43.080070523467384,-77.61983419362103
43.080085,-77.6201266,43.080378251934015,-77.62034127764589
43.0800799,-77.6201225,43.080095128562725,-77.62011266097268
43.0800799,-77.6201225,43.08008591641262,-77.62021637438362
43.0800691,-77.6201203,43.080135085409225,-77.61990540799341
43.0800691,-77.6201203,43.08002163877932,-77.62022136712567
43.0800587,-77.6201164,43.07982679021135,-77.6200064567462
43.0800587,-77.6201164,43.08014928343042,-77.62025114895101
43.0800501,-77.6201083,43.07992902892073,-77.62021511218705
43.0800501,-77.6201083,43.080072164998946,-77.62011394790007
43.0800457,-77.6201025,43.08002026271103,-77.6201842334974
43.0800457,-77.6201025,43.07989934453445,-77.61975859201242
43.0800402,-77.6200908,43.08017030944441,-77.61980785417339
43.0800402,-77.6200908,43.07989898864367,-77.62029281601593
43.080039,-77.6200847,43.08015694225861,-77.62013690882739
43.080039,-77.6200847,43.07978171310892,-77.62024607070191
43.0800363,-77.6200734,43.07999534883088,-77.62003409587086
43.0800363,-77.6200734,43.08013557735647,-77.61977420685783
43.0800346,-77.6200596,43.079947599957535,-77.62004120822496
43.0800346,-77.6200596,43.08007448816089,-77.61998271661
43.0800338,-77.6200488,43.08001185053378,-77.61998268608166
43.0800338,-77.6200488,43.08021230909518,-77.61999659076511
43.0800357,-77.6200358,43.07989028530447,-77.62018496880475
43.0800357,-77.6200358,43.080001274296066,-77.62050175570987
43.0800392,-77.6200078,43.080106852945896,-77.61986952244501
43.0800392,-77.6200078,43.07999421274573,-77.61985247687068
43.0800475,-77.6199964,43.08023784592157,-77.62000261994247
43.0800475,-77.6199964,43.07970043365905,-77.61981130890048
43.0800553,-77.6199909,43.07986469344581,-77.62007591393012
43.0800553,-77.6199909,43.08023208209088,-77.61985501882924
43.0800655,-77.6199867,43.07992009444578,-77.62014599773663
43.0800655,-77.6199867,43.07974445892,-77.62004709614324
43.0800772,-77.6199826,43.080136653889724,-77.619963058832
43.0800772,-77.6199826,43.08033561519991,-77.6195532127607
43.0800851,-77.6199801,43.0800763103019,-77.6202888091342
43.0800851,-77.6199801,43.080404631062905,-77.62038642351216
43.0800911,-77.619977,43.0797477008534,-77.62000496887335
43.0800911,-77.619977,43.08000408854734,-77.61982900905181
43.0800997,-77.619974,43.08001195255291,-77.62037780104704
43.0800997,-77.619974,43.08019051057481,-77.62020631621652
43.080104,-77.6199718,43.08024074941936,-77.61992769396164
43.080104,-77.6199718,43.07998186996204,-77.62028525700507
43.0801133,-77.619968,43.07991631097088,-77.6198666850892
43.0801133,-77.619968,43.08020199215793,-77.61988966481907
43.0801263,-77.6199632,43.07977839207623,-77.62005995720034
43.0801263,-77.6199632,43.08026513931915,-77.62006649500637
43.0801329,-77.6199587,43.080097947691826,-77.62019655665127
43.0801329,-77.6199587,43.079918222782375,-77.62027883077035
43.0801444,-77.6199557,43.08013356117089,-77.61959457461914
43.0801444,-77.6199557,43.080198335141525,-77.61955765130638
43.0801558,-77.6199475,43.080130354953745,-77.61987501611905
43.0801558,-77.6199475,43.080308961687585,-77.62028144680338
43.0801633,-77.6199394,43.08011212248234,-77.61969727537486
43.0801633,-77.6199394,43.080077777544645,-77.61994306091749
43.0801695,-77.6199327,43.08058450293023,-77.62061928587072
43.0801695,-77.6199327,43.08014252841143,-77.61977421423381
43.0801758,-77.6199247,43.08017809275521,-77.61973145966924
43.0801758,-77.6199247,43.08026571027849,-77.61987569226281
43.0801826,-77.6199201,43.08027333463367,-77.61945426539975
43.0801826,-77.6199201,43.08048252485157,-77.62034153014332
43.0801893,-77.6199151,43.08026252463603,-77.62003202047575
43.0801893,-77.6199151,43.08035022373664,-77.62011606455387
43.0801942,-77.6199115,43.08003901046787,-77.62011696564609
43.0801942,-77.6199115,43.07998594962523,-77.61997956795393
43.0802016,-77.619907,43.08037485974271,-77.61999082363864
43.0802016,-77.619907,43.080236657695856,-77.62001149637894
43.0802058,-77.6199048,43.08044442598192,-77.61995128577561
43.0802058,-77.6199048,43.080073503441966,-77.61961122720058
43.0802133,-77.6199018,43.08009048053558,-77.62031699751593
43.0802133,-77.6199018,43.08019629126119,-77.62033079907143
43.0802221,-77.6198974,43.08006636719962,-77.62003364682802
43.0802221,-77.6198974,43.08027425990248,-77.61945169287445
43.0802356,-77.6198935,43.08015418419445,-77.61990254449995
43.0802356,-77.6198935,43.08035598320162,-77.6198990714035
43.0802443,-77.6198887,43.08011950510742,-77.62007978320705
43.0802443,-77.6198887,43.08007402198153,-77.6197162877272
43.0802555,-77.6198826,43.08028251281678,-77.61982844651124
43.0802555,-77.6198826,43.0803794816224,-77.61988094528631
43.0802625,-77.6198744,43.08031037854957,-77.6198318317623
43.0802625,-77.6198744,43.0803688543081,-77.61985297827648
43.0802673,-77.6198683,43.080131835132754,-77.61980847141803
43.0802673,-77.6198683,43.08007541940597,-77.61964488601727
43.0802777,-77.6198563,43.080542712530686,-77.61978570153666
43.0802777,-77.6198563,43.080204578520515,-77.61931137132855
43.0802839,-77.6198473,43.0801044685821,-77.61946931833688
43.0802839,-77.6198473,43.080262345851544,-77.62010255353562
43.0802883,-77.6198381,43.08040268064785,-77.61989477364871
43.0802883,-77.6198381,43.08024692941556,-77.61989566217368
43.0802914,-77.6198308,43.080233919947396,-77.61986593697821
43.0802914,-77.6198308,43.08016541472889,-77.62008041490259
43.0802945,-77.6198214,43.08030184112637,-77.61985697280274
43.0802945,-77.6198214,43.08019719970496,-77.61978100209498
43.0803059,-77.619807,43.08031565741288,-77.6197555595898
43.0803059,-77.619807,43.080620279373434,-77.61970765290685
43.0803079,-77.6197931,43.08032910237959,-77.61967510616711
43.0803079,-77.6197931,43.08033526998396,-77.61989111595983
43.08031,-77.619785,43.080421405992126,-77.61967073311742
43.08031,-77.619785,43.08043828418805,-77.61955072496376
43.0803125,-77.6197751,43.0802151625325,-77.61993239412784
43.0803125,-77.6197751,43.080042778290846,-77.61938670362628
43.0803172,-77.6197606,43.080328539289596,-77.61983555280348
43.0803172,-77.6197606,43.080389253775465,-77.61943204267965
43.0803184,-77.6197492,43.08038698826532,-77.61992848274762
43.0803184,-77.6197492,43.08033844596737,-77.61966619562105
43.0803188,-77.6197455,43.08033418566673,-77.61970917588094
43.0803188,-77.6197455,43.080093607524596,-77.61890894520917
43.0803197,-77.6197368,43.08014750713135,-77.6197971311736
43.0803197,-77.6197368,43.080350408149776,-77.61978488227523
43.0803202,-77.61973,43.080294806352946,-77.61955477134364
43.0803202,-77.61973,43.080398715270974,-77.61983574589105
43.0803199,-77.619724,43.08024735458391,-77.61972607944601
43.0803199,-77.619724,43.08034318989193,-77.61975040081965
43.0803202,-77.619714,43.08049701078784,-77.6195311289135
43.0803202,-77.619714,43.08036661681076,-77.61980190511736
43.0803212,-77.619701,43.07988852690716,-77.61960068623365
43.0803212,-77.619701,43.08056889686836,-77.61989340406856
43.0803224,-77.619694,43.08032422402746,-77.61961714614688
43.0803224,-77.619694,43.08021142649758,-77.61966273392183
43.0803246,-77.6196837,43.080265121669875,-77.61967898180087
43.0803246,-77.6196837,43.080278418803594,-77.61964213117534
43.0803261,-77.6196814,43.080300113942045,-77.61970293183818
43.0803261,-77.6196814,43.080272417303775,-77.61989492519439
43.080328,-77.6196758,43.08036818586963,-77.61964937868578
43.080328,-77.6196758,43.080637078815506,-77.62037252051529
43.0803404,-77.6196634,43.08028687932427,-77.61978740911823
43.0803404,-77.6196634,43.080298209107994,-77.61944666623252
43.0803428,-77.619658,43.080492242468296,-77.61962717960338
43.0803428,-77.619658,43.08022928521534,-77.61952215989973
43.0803451,-77.6196517,43.08018808539288,-77.62040480945129
43.0803451,-77.6196517,43.08039242346515,-77.6191596927818
43.0803484,-77.6196424,43.08017463507108,-77.61988412926243
43.0803484,-77.6196424,43.0805069283279,-77.61966424006911
43.0803514,-77.6196314,43.080279158068834,-77.61953644578604
43.0803514,-77.6196314,43.08018689688417,-77.61980101831604
43.0803562,-77.6196151,43.08035370268584,-77.61971958846394
43.0803562,-77.6196151,43.08043182151901,-77.61976706556979
43.0803755,-77.6196062,43.08030596051205,-77.61987344371634
43.0803755,-77.6196062,43.080505756406644,-77.61927146340682
43.0803791,-77.6195995,43.08048089933182,-77.6194993754446
43.0803791,-77.6195995,43.08035264480037,-77.62002928747137
43.0803823,-77.6195887,43.08037624109804,-77.61967486324541
43.0803823,-77.6195887,43.08049997569861,-77.61964950325552
43.0803846,-77.6195825,43.08043642865905,-77.61957169129525
43.0803846,-77.6195825,43.08013662506567,-77.61976338733245
43.0803882,-77.6195746,43.08034475213978,-77.61958145703537
43.0803882,-77.6195746,43.08058704644781,-77.61969100656509
43.080391,-77.6195601,43.08049758401327,-77.61977917804673
43.080391,-77.6195601,43.080442528728156,-77.61953296147362
43.0804002,-77.6195547,43.08058338337303,-77.6197401696408
43.0804002,-77.6195547,43.08030838771731,-77.61961162471803
43.0804014,-77.6195471,43.080506547157775,-77.6192840907247
43.0804014,-77.6195471,43.080476988857676,-77.6193135350687
43.0804027,-77.6195376,43.080443429791906,-77.61947180989473
43.0804027,-77.6195376,43.08051469105487,-77.61922440465136
43.0804037,-77.6195261,43.08022528514609,-77.61942593297736
43.0804037,-77.6195261,43.08059535071786,-77.61960085265571
43.0804049,-77.6195089,43.08043853713588,-77.61952148534024
43.0804049,-77.6195089,43.08033205773622,-77.61953372607229
43.080405,-77.6194947,43.0805505533889,-77.61890187582219
43.080405,-77.6194947,43.08014299003014,-77.61945581883151
43.0804096,-77.6194867,43.08045783311985,-77.61954528227974
43.0804096,-77.6194867,43.08049554676872,-77.61950095961679
43.0804096,-77.6194809,43.08048947230032,-77.61958954887963
43.0804096,-77.6194809,43.08022507577103,-77.61959327539903
43.0804097,-77.6194698,43.08033430841535,-77.61952498458437
43.0804097,-77.6194698,43.080581153735395,-77.61997867702611
43.0804085,-77.6194582,43.08023239337662,-77.61941519625894
43.0804085,-77.6194582,43.08038584242553,-77.61958309556327
43.0804085,-77.6194418,43.08044499687488,-77.61949647292347
43.0804085,-77.6194418,43.08037571575828,-77.61996200409686
43.0804077,-77.6194276,43.08022973854934,-77.61955092414867
43.0804077,-77.6194276,43.08038932102755,-77.61959486448697
43.0804039,-77.6194122,43.08040809140006,-77.61957663786383
43.0804039,-77.6194122,43.0806064161551,-77.61919633704068
43.0804022,-77.6193989,43.08038671943174,-77.61940826126441
43.0804022,-77.6193989,43.080398799771785,-77.61951759444672
43.0804021,-77.6193924,43.08049879910488,-77.61930539498057
43.0804021,-77.6193924,43.080288975701095,-77.6196011493926
43.0804021,-77.6193829,43.08050035801472,-77.62008282760449
43.0804021,-77.6193829,43.08042706642047,-77.6194852560132
43.0804008,-77.619367,43.08053482750981,-77.61936232297874
43.0804008,-77.619367,43.08055709377158,-77.6192676507455
43.0804001,-77.6193604,43.08039463629454,-77.61941495600276
43.0804001,-77.6193604,43.080444548619305,-77.61944614990475
43.0803995,-77.6193534,43.080385642116916,-77.61934226461983
43.0803995,-77.6193534,43.08059340612851,-77.61967467283836
43.0803981,-77.6193427,43.08052460479548,-77.61939634546644
43.0803981,-77.6193427,43.080423693833815,-77.61949588351258
43.0803957,-77.6193309,43.08049920345249,-77.61929415317579
43.0803957,-77.6193309,43.08040843765219,-77.61938608131068
43.0803927,-77.6193138,43.080547504107734,-77.61916890457094
43.0803927,-77.6193138,43.08074125631088,-77.61931130053893
43.0803911,-77.6192998,43.080541348721866,-77.61957060940861
43.0803911,-77.6192998,43.08019147736803,-77.6195000164548
43.0803903,-77.6192921,43.08018023968396,-77.61946231515968
43.0803903,-77.6192921,43.08035611736727,-77.6196395153758
43.0803891,-77.6192828,43.080351267619896,-77.61919870380149
43.0803891,-77.6192828,43.0806229613916,-77.61941033185958
43.0803893,-77.6192762,43.080511825215964,-77.61933806539604
43.0803893,-77.6192762,43.08044374141975,-77.61928087120134
43.0803894,-77.6192669,43.08043233646364,-77.61910740681988
43.0803894,-77.6192669,43.08034995702067,-77.61947262815923
43.0803907,-77.6192505,43.08006591944993,-77.61881412457865
43.0803907,-77.6192505,43.08066615630483,-77.61882921124771
43.0803909,-77.619241,43.0803086125839,-77.61943101509817
43.0803909,-77.619241,43.08022514266102,-77.61960597505191
43.0803916,-77.6192308,43.080420656876335,-77.61918358306201
43.0803916,-77.6192308,43.08038840286695,-77.61914070505253
43.0803916,-77.6192241,43.08026401275193,-77.61968897663584
43.0803916,-77.6192241,43.08032698704338,-77.61958039220683
43.0803917,-77.6192218,43.08020027001073,-77.61901588243028
43.0803917,-77.6192218,43.080332801522786,-77.61914713990625
43.0803915,-77.6192056,43.080439875679,-77.61929288920285
43.0803915,-77.6192056,43.08060319387297,-77.61897317615629
43.0803932,-77.6191894,43.08042494482448,-77.61925211379004
43.0803932,-77.6191894,43.08036284499414,-77.61965742522392
43.0803935,-77.6191813,43.08025746905186,-77.61910961036911
43.0803935,-77.6191813,43.08045765279577,-77.61925509408397
43.0803942,-77.6191755,43.08015589223375,-77.61898605310866
43.0803942,-77.6191755,43.08042842648521,-77.6189580259072
43.0803947,-77.619164,43.08122312472177,-77.61830447287127
43.0803947,-77.619164,43.0806277002852,-77.61908514657608
43.0803944,-77.6191566,43.08023862050842,-77.61900551532311
43.0803944,-77.6191566,43.08026542997568,-77.61916725976069
43.0803931,-77.6191391,43.080242883270365,-77.61921309837592
43.0803931,-77.6191391,43.08050294277761,-77.61920226755672
43.0803943,-77.6191239,43.08036299892659,-77.61899918300287
43.0803943,-77.6191239,43.08063058678157,-77.61899111481439
43.0803949,-77.6191153,43.08032366989437,-77.61876693271947
43.0803949,-77.6191153,43.080304828427366,-77.61913161964512
43.0803949,-77.6191037,43.08057909200013,-77.6191190383992
43.0803949,-77.6191037,43.08056267462365,-77.61937661214927
43.0803948,-77.6190993,43.08045349010625,-77.61905042264853
43.0803948,-77.6190993,43.08038741445393,-77.61922654077881
43.0803947,-77.6190933,43.08048741452608,-77.61916034284505
43.0803947,-77.6190933,43.080725349094244,-77.61977043152349
43.0803957,-77.6190752,43.08031684843074,-77.61939666513707
43.0803957,-77.6190752,43.08040698490176,-77.61900814815459
43.0803977,-77.6190605,43.08045162339434,-77.61885568261737
43.0803977,-77.6190605,43.08057114696535,-77.61914572290273
43.0803982,-77.6190509,43.080504862017065,-77.61885896408256
43.0803982,-77.6190509,43.08022840702836,-77.61908012201292
43.0804007,-77.6190383,43.080533790951094,-77.61929359564162
43.0804007,-77.6190383,43.08043358753311,-77.61899938171307
43.0804028,-77.619035,43.0805030403311,-77.6188522601341
43.0804028,-77.619035,43.08031773086603,-77.61935591550142
43.0804048,-77.619027,43.08036094716376,-77.61898701116758
43.0804048,-77.619027,43.080312326159586,-77.619070211406
43.0804094,-77.6190103,43.080519100065594,-77.61900719052103
43.0804094,-77.6190103,43.08032486924177,-77.61936646531167
43.0804103,-77.619003,43.08056544681536,-77.6192095041022
43.0804103,-77.619003,43.08050790926267,-77.6190792051618
43.0804116,-77.6189949,43.080401060285055,-77.61902719030151
43.0804116,-77.6189949,43.08038441527953,-77.61874089458219
43.0804132,-77.6189829,43.08032815345087,-77.61928246985839
43.0804132,-77.6189829,43.080439690455734,-77.61908567434912
43.0804159,-77.61897,43.08062182783931,-77.61891838920916
43.0804159,-77.61897,43.080311774347656,-77.61885780269029
43.0804171,-77.618964,43.08035102691617,-77.61890969920576
43.0804171,-77.618964,43.08021091527457,-77.61917833853153
43.0804187,-77.6189532,43.08049495168656,-77.61871310840834
43.0804187,-77.6189532,43.08043737176768,-77.61888872433244
43.0804225,-77.6189382,43.08012653395993,-77.61930461026667
43.0804225,-77.6189382,43.0804695683293,-77.61898360696098
43.080425,-77.6189289,43.08046814606825,-77.61906839364025
43.080425,-77.6189289,43.08061929424319,-77.61898116902559
43.080428,-77.6189177,43.08051876594579,-77.61913616115345
43.080428,-77.6189177,43.08037504336875,-77.61897573461404
43.08043,-77.6189112,43.08041321500112,-77.6194989198471
43.08043,-77.6189112,43.080329137310095,-77.61893854058061
43.0804326,-77.6189007,43.08034037598541,-77.61915980914506
43.0804326,-77.6189007,43.08070155023045,-77.6185655500894
43.0804381,-77.6188826,43.08045830580633,-77.61908072154019
43.0804381,-77.6188826,43.08063000471759,-77.61907783354427
